TimeStamp, Source,LogType,Description
05.15 14:48.43, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/Comments.aspx
05.15 14:48.43, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/ReadNews.aspx
05.15 14:48.43, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/images
05.15 14:48.43, Reporter,Info,[low] Clickjacking: X-Frame-Options header missing "Web Server"
05.15 14:48.43, ScriptExecThread(3),Info,Per server script "Clickjacking_X_Frame_Options.script" finished in 312 ms. Request count: 1. Status: 0
05.15 14:48.43, ScriptExecThread(3),Info,Per server script "ColdFusion_v8_File_Upload.script" starting
05.15 14:48.43, ScriptExecThread(9),Info,Per server script "ColdFusion_User_Agent_XSS.script" finished in 296 ms. Request count: 1. Status: 0
05.15 14:48.43, ScriptExecThread(9),Info,Per server script "ColdFusion_v9_Solr_Exposed.script" starting
05.15 14:48.44, ScriptExecThread(2),Info,Per server script "Apache_Server_Information.script" finished in 1638 ms. Request count: 5. Status: 0
05.15 14:48.44, ScriptExecThread(2),Info,Per server script "CoreDumpCheck.script" starting
05.15 14:48.44, ScriptExecThread(4),Info,Per server script "ClientAccessPolicy_XML.script" finished in 546 ms. Request count: 2. Status: 0
05.15 14:48.44, ScriptExecThread(4),Info,Per server script "CRLF_Injection_PerServer.script" starting
05.15 14:48.44, ScriptExecThread(3),Info,Per server script "ColdFusion_v8_File_Upload.script" finished in 281 ms. Request count: 1. Status: 0
05.15 14:48.44, ScriptExecThread(3),Info,Per server script "Crossdomain_XML.script" starting
05.15 14:48.44, ScriptExecThread(9),Info,Per server script "ColdFusion_v9_Solr_Exposed.script" finished in 265 ms. Request count: 1. Status: 0
05.15 14:48.44, ScriptExecThread(5),Info,Per server script "Apache_Axis2_Audit.script" finished in 1716 ms. Request count: 5. Status: 0
05.15 14:48.44, ScriptExecThread(9),Info,Per server script "Database_Backup.script" starting
05.15 14:48.44, ScriptExecThread(5),Info,Per server script "Django_Admin_Weak_Password.script" starting
05.15 14:48.44, ScriptExecThread(2),Info,Per server script "CoreDumpCheck.script" finished in 265 ms. Request count: 1. Status: 0
05.15 14:48.44, ScriptExecThread(2),Info,Per server script "elasticsearch_Audit.script" starting
05.15 14:48.44, ScriptExecThread(4),Info,Per server script "CRLF_Injection_PerServer.script" finished in 281 ms. Request count: 1. Status: 0
05.15 14:48.44, ScriptExecThread(4),Info,Per server script "elmah_Information_Disclosure.script" starting
05.15 14:48.44, ScriptExecThread(3),Info,Per server script "Crossdomain_XML.script" finished in 265 ms. Request count: 1. Status: 0
05.15 14:48.44, ScriptExecThread(3),Info,Per server script "Error_Page_Path_Disclosure.script" starting
05.15 14:48.44, ScriptExecThread(5),Info,Per server script "Django_Admin_Weak_Password.script" finished in 281 ms. Request count: 1. Status: 0
05.15 14:48.44, ScriptExecThread(5),Info,Per server script "Fantastico_Filelist.script" starting
05.15 14:48.44, ScriptExecThread(5),Info,Per server script "Fantastico_Filelist.script" finished in 296 ms. Request count: 1. Status: 0
05.15 14:48.44, ScriptExecThread(5),Info,Per server script "Flask_Debug_Mode.script" starting
05.15 14:48.45, ScriptExecThread(5),Info,Per server script "Flask_Debug_Mode.script" finished in 266 ms. Request count: 1. Status: 0
05.15 14:48.45, ScriptExecThread(5),Info,Per server script "Frontpage_authors_pwd.script" starting
05.15 14:48.45, ScriptExecThread(7),Info,Per server script "ColdFusion_Audit.script" finished in 1513 ms. Request count: 2. Status: 0
05.15 14:48.45, ScriptExecThread(7),Info,Per server script "Frontpage_Extensions_Enabled.script" starting
05.15 14:48.45, ScriptExecThread(5),Info,Per server script "Frontpage_authors_pwd.script" finished in 265 ms. Request count: 1. Status: 0
05.15 14:48.45, ScriptExecThread(5),Info,Per server script "Frontpage_Information.script" starting
05.15 14:48.45, ScriptExecThread(5),Info,Per server script "Frontpage_Information.script" finished in 265 ms. Request count: 1. Status: 0
05.15 14:48.45, ScriptExecThread(5),Info,Per server script "GlassFish_41_Directory_Traversal.script" starting
05.15 14:48.45, ScriptExecThread(7),Info,Per server script "Frontpage_Extensions_Enabled.script" finished in 530 ms. Request count: 2. Status: 0
05.15 14:48.45, ScriptExecThread(7),Info,Per server script "GlassFish_Audit.script" starting
05.15 14:48.45, ScriptExecThread(4),Info,Per server script "elmah_Information_Disclosure.script" finished in 1311 ms. Request count: 2. Status: 0
05.15 14:48.45, ScriptExecThread(4),Info,Per server script "Hadoop_Cluster_Web_Interface.script" starting
05.15 14:48.46, ScriptExecThread(5),Info,Per server script "GlassFish_41_Directory_Traversal.script" finished in 562 ms. Request count: 2. Status: 0
05.15 14:48.46, ScriptExecThread(5),Info,Per server script "Heartbleed_Bug.script" starting
05.15 14:48.46, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/favicon.ico
05.15 14:48.46, Crawler,Info,[TCrawler : $0BA402B0] Added request for URL http://testaspnet.vulnweb.com/robots.txt
05.15 14:48.46, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/
05.15 14:48.46, Crawler,Info,[TCrawler : $0BA402B0] Processing file /
05.15 14:48.46, Crawler,Info,[TCrawler : $0BA402B0] Crawler:  http://testaspnet.vulnweb.com/ State transition: CS_RUNNING -> CS_LOGIN
05.15 14:48.46, Crawler,Info,[TCrawler : $0BA402B0] Crawler:  http://testaspnet.vulnweb.com/ State transition: CS_LOGIN -> CS_RUNNING
05.15 14:48.46, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/default.aspx
05.15 14:48.46, Crawler,Info,[TCrawler : $0BA402B0] AcuSensor is enabled on the site
05.15 14:48.46, Crawler,Info,[TCrawler : $0BA402B0] Processing file /default.aspx
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/default.aspx
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Processing file /default.aspx (variation 1)
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Request done, http://testaspnet.vulnweb.com/about.aspx
05.15 14:48.47, Crawler,Info,[TCrawler : $0BA402B0] Processing file /about.aspx
