TimeStamp, Source,LogType,Description
03.19 16:00.44, , Initialization, Info, Command line:wvs.exe /ps 446403581034 /console "C:\Program Files (x86)\Acunetix\Web Vulnerability Scanner 10\wvs_console.exe"  /Scan http://www.tyanhome.com.cn/ --HtmlAuthUser= --HtmlAuthPass=  /Verbose /ExportXML /SaveLogs /SaveFolder C:\WDScanner\WWW\report\0ddf68dcf63e0cc39aed76cd96d5773d\
03.19 16:00.44, Console,Info,Test temporary directory ...
03.19 16:00.44, Console,Info,Init WinSock ...
03.19 16:00.44, Console,Info,Init HTTP module ...
03.19 16:00.45, Console,Info,Clear old logs ...
03.19 16:00.45, Console,Info,Parse branding ...
03.19 16:00.45, App_Initialization_Shutdown,Info,Build: 20160217
03.19 16:00.45, Console,Info,Init the browser ...
03.19 16:00.45, Console,Info,Init database manager ...
03.19 16:00.45, Console,Info,Init GHDB ...
03.19 16:00.45, Console,Info,Init server info interface ...
03.19 16:00.45, Frame_Config,Info,Parse Frame Config XML ...
03.19 16:00.45, Console,Info,Init application detection ...
03.19 16:00.45, Console,Info,Init Acunetix VVS ...
03.19 16:00.45, Web_Activation,Info,ActivateLicenseKey LoadActivationSettings
03.19 16:00.45, Web_Activation,Info,ActivateLicenseKey 8C43-BCB1-8326-CE87
03.19 16:00.45, Web_Activation,Info,ActivateLicenseKey InternetOpen
03.19 16:00.45, Web_Activation,Info,ActivateLicenseKey InternetConnect
03.19 16:00.45, Web_Activation,Info,ActivateLicenseKey HttpOpenRequest
03.19 16:00.45, Web_Activation,Info,ActivateLicenseKey InternetSetOption
03.19 16:00.45, Web_Activation,Info,ActivateLicenseKey HttpAddRequestHeaders
03.19 16:00.45, Web_Activation,Info,ActivateLicenseKey prepare POST data
